perinatal_dx_code,perinatal_dx_catagory,perinatal_dx_descrip,perinatal_icd_code
O35.3XX0,,"Maternal care for (suspected) damage to fetus from viral disease in mother, not applicable or unspecified",ICD10
O91.12,,Abscess of breast associated with the puerperium,ICD10
O99.842,,"Bariatric surgery status complicating pregnancy, second trimester",ICD10
O44.33,,"Partial placenta previa with hemorrhage, third trimester",ICD10
O47.02,,"False labor before 37 completed weeks of gestation, second trimester",ICD10
O70.3,,Fourth degree perineal laceration during delivery,ICD10
O24.019,,"Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester",ICD10
O35.9XX3,,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 3",ICD10
O22.33,,"Deep phlebothrombosis in pregnancy, third trimester",ICD10
O88.811,,"Other embolism in pregnancy, first trimester",ICD10
O23.02,,"Infections of kidney in pregnancy, second trimester",ICD10
O88.812,,"Other embolism in pregnancy, second trimester",ICD10
O21.8,,Other vomiting complicating pregnancy,ICD10
O99.419,,"Diseases of the circulatory system complicating pregnancy, unspecified trimester",ICD10
O88.211,,"Thromboembolism in pregnancy, first trimester",ICD10
O22.32,,"Deep phlebothrombosis in pregnancy, second trimester",ICD10
O88.012,,"Air embolism in pregnancy, second trimester",ICD10
O88.813,,"Other embolism in pregnancy, third trimester",ICD10
O35.5XX0,,"Maternal care for (suspected) damage to fetus by drugs, not applicable or unspecified",ICD10
O07.0,,Genital tract and pelvic infection following failed attempted termination of pregnancy,ICD10
O35.5XX9,,"Maternal care for (suspected) damage to fetus by drugs, other fetus",ICD10
O36.0939,,"Maternal care for other rhesus isoimmunization, third trimester, other fetus",ICD10
O35.5XX1,,"Maternal care for (suspected) damage to fetus by drugs, fetus 1",ICD10
O36.0129,,"Maternal care for anti-D [Rh] antibodies, second trimester, other fetus",ICD10
O36.5130,,"Maternal care for known or suspected placental insufficiency, third trimester, not applicable or unspecified",ICD10
O98.213,,"Gonorrhea complicating pregnancy, third trimester",ICD10
O66.41,,Failed attempted vaginal birth after previous cesarean delivery,ICD10
O98.419,,"Viral hepatitis complicating pregnancy, unspecified trimester",ICD10
O99.311,,"Alcohol use complicating pregnancy, first trimester",ICD10
O35.4XX0,,"Maternal care for (suspected) damage to fetus from alcohol, not applicable or unspecified",ICD10
O24.430,,"Gestational diabetes mellitus in the puerperium, diet controlled",ICD10
O41.1239,,"Chorioamnionitis, third trimester, other fetus",ICD10
O45.92,,"Premature separation of placenta, unspecified, second trimester",ICD10
O89.4,,Spinal and epidural anesthesia-induced headache during the puerperium,ICD10
O36.5910,,"Maternal care for other known or suspected poor fetal growth, first trimester, not applicable or unspecified",ICD10
O35.1XX1,,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 1",ICD10
O69.9XX0,,"Labor and delivery complicated by cord complication, unspecified, not applicable or unspecified",ICD10
O35.2XX0,,"Maternal care for (suspected) hereditary disease in fetus, not applicable or unspecified",ICD10
O41.1431,,"Placentitis, third trimester, fetus 1",ICD10
O03.2,,Embolism following incomplete spontaneous abortion,ICD10
O22.42,,"Hemorrhoids in pregnancy, second trimester",ICD10
O41.1020,,"Infection of amniotic sac and membranes, unspecified, second trimester, not applicable or unspecified",ICD10
O24.011,,"Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester",ICD10
O10.212,,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",ICD10
O26.832,,"Pregnancy related renal disease, second trimester",ICD10
O26.831,,"Pregnancy related renal disease, first trimester",ICD10
O86.01,,"Infection of obstetric surgical wound, superficial incisional site",ICD10
O99.73,,Diseases of the skin and subcutaneous tissue complicating the puerperium,ICD10
O24.812,,"Other pre-existing diabetes mellitus in pregnancy, second trimester",ICD10
O43.891,,"Other placental disorders, first trimester",ICD10
O92.6,,Galactorrhea,ICD10
O44.40,,"Low lying placenta NOS or without hemorrhage, unspecified trimester",ICD10
O44.42,,"Low lying placenta NOS or without hemorrhage, second trimester",ICD10
O44.43,,"Low lying placenta NOS or without hemorrhage, third trimester",ICD10
O87.4,,Varicose veins of lower extremity in the puerperium,ICD10
O43.013,,"Fetomaternal placental transfusion syndrome, third trimester",ICD10
O36.8129,,"Decreased fetal movements, second trimester, other fetus",ICD10
O36.5991,,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 1",ICD10
O40.3XX2,,"Polyhydramnios, third trimester, fetus 2",ICD10
O64.1XX2,,"Obstructed labor due to breech presentation, fetus 2",ICD10
O30.009,multiple-gestation,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",ICD10
O36.61X0,,"Maternal care for excessive fetal growth, first trimester, not applicable or unspecified",ICD10
O42.00,,"Premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified weeks of gestation",ICD10
O98.113,,"Syphilis complicating pregnancy, third trimester",ICD10
O98.12,,Syphilis complicating childbirth,ICD10
O43.899,,"Other placental disorders, unspecified trimester",ICD10
O26.52,,"Maternal hypotension syndrome, second trimester",ICD10
O36.5911,,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 1",ICD10
O36.8320,,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, not applicable or unspecified",ICD10
O35.8XX4,,"Maternal care for other (suspected) fetal abnormality and damage, fetus 4",ICD10
O26.12,,"Low weight gain in pregnancy, second trimester",ICD10
O98.211,,"Gonorrhea complicating pregnancy, first trimester",ICD10
O36.1939,,"Maternal care for other isoimmunization, third trimester, other fetus",ICD10
O14.12,,"Severe pre-eclampsia, second trimester",ICD10
O36.8310,,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, not applicable or unspecified",ICD10
O98.219,,"Gonorrhea complicating pregnancy, unspecified trimester",ICD10
O98.212,,"Gonorrhea complicating pregnancy, second trimester",ICD10
O86.02,,"Infection of obstetric surgical wound, deep incisional site",ICD10
O45.8X2,,"Other premature separation of placenta, second trimester",ICD10
O63.0,,Prolonged first stage (of labor),ICD10
O41.1221,,"Chorioamnionitis, second trimester, fetus 1",ICD10
O99.814,,Abnormal glucose complicating childbirth,ICD10
O43.819,,"Placental infarction, unspecified trimester",ICD10
O99.893,,Other specified diseases and conditions complicating puerperium,ICD10
O90.0,,Disruption of cesarean delivery wound,ICD10
O71.81,,"Laceration of uterus, not elsewhere classified",ICD10
O40.2XX1,,"Polyhydramnios, second trimester, fetus 1",ICD10
O26.612,,"Liver and biliary tract disorders in pregnancy, second trimester",ICD10
O60.14X2,,"Preterm labor third trimester with preterm delivery third trimester, fetus 2",ICD10
O36.0132,,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 2",ICD10
O30.003,multiple-gestation,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",ICD10
O36.8220,,"Fetal anemia and thrombocytopenia, second trimester, not applicable or unspecified",ICD10
O44.22,,"Partial placenta previa NOS or without hemorrhage, second trimester",ICD10
O43.92,,"Unspecified placental disorder, second trimester",ICD10
O30.002,multiple-gestation,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",ICD10
O30.013,multiple-gestation,"Twin pregnancy, monochorionic/monoamniotic, third trimester",ICD10
O30.019,multiple-gestation,"Twin pregnancy, monochorionic/monoamniotic, unspecified trimester",ICD10
O30.012,multiple-gestation,"Twin pregnancy, monochorionic/monoamniotic, second trimester",ICD10
O36.0199,,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, other fetus",ICD10
O30.011,multiple-gestation,"Twin pregnancy, monochorionic/monoamniotic, first trimester",ICD10
O36.0133,,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 3",ICD10
O02.89,,Other abnormal products of conception,ICD10
O36.62X3,,"Maternal care for excessive fetal growth, second trimester, fetus 3",ICD10
O24.33,,Unspecified pre-existing diabetes mellitus in the puerperium,ICD10
O36.8333,,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 3",ICD10
O71.5,,Other obstetric injury to pelvic organs,ICD10
O26.841,,"Uterine size-date discrepancy, first trimester",ICD10
O99.112,,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, second trimester",ICD10
O26.33,,"Retained intrauterine contraceptive device in pregnancy, third trimester",ICD10
O26.42,,"Herpes gestationis, second trimester",ICD10
O36.73X0,,"Maternal care for viable fetus in abdominal pregnancy, third trimester, not applicable or unspecified",ICD10
O60.23X9,,"Term delivery with preterm labor, third trimester, other fetus",ICD10
O60.10X1,,"Preterm labor with preterm delivery, unspecified trimester, fetus 1",ICD10
O71.3,,Obstetric laceration of cervix,ICD10
O75.1,,Shock during or following labor and delivery,ICD10
O72.3,,Postpartum coagulation defects,ICD10
O98.112,,"Syphilis complicating pregnancy, second trimester",ICD10
O98.119,,"Syphilis complicating pregnancy, unspecified trimester",ICD10
O98.111,,"Syphilis complicating pregnancy, first trimester",ICD10
O12.25,,"Gestational edema with proteinuria, complicating the puerperium",ICD10
O36.0135,,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 5",ICD10
O30.032,multiple-gestation,"Twin pregnancy, monochorionic/diamniotic, second trimester",ICD10
O30.031,multiple-gestation,"Twin pregnancy, monochorionic/diamniotic, first trimester",ICD10
O40.9XX1,,"Polyhydramnios, unspecified trimester, fetus 1",ICD10
O33.0,,Maternal care for disproportion due to deformity of maternal pelvic bones,ICD10
O36.5932,,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 2",ICD10
O36.1911,,"Maternal care for other isoimmunization, first trimester, fetus 1",ICD10
O00.109,,Unspecified tubal pregnancy without intrauterine pregnancy,ICD10
O00.1,,Tubal pregnancy,ICD10
O69.82X2,,"Labor and delivery complicated by other cord entanglement, without compression, fetus 2",ICD10
O30.091,multiple-gestation,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",ICD10
O22.00,,"Varicose veins of lower extremity in pregnancy, unspecified trimester",ICD10
O72.2,,Delayed and secondary postpartum hemorrhage,ICD10
O35.9XX2,,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 2",ICD10
O36.0922,,"Maternal care for other rhesus isoimmunization, second trimester, fetus 2",ICD10
O23.33,,"Infections of other parts of urinary tract in pregnancy, third trimester",ICD10
O23.92,,"Unspecified genitourinary tract infection in pregnancy, second trimester",ICD10
O36.0934,,"Maternal care for other rhesus isoimmunization, third trimester, fetus 4",ICD10
O22.40,,"Hemorrhoids in pregnancy, unspecified trimester",ICD10
O36.80X9,,"Pregnancy with inconclusive fetal viability, other fetus",ICD10
O41.03X1,,"Oligohydramnios, third trimester, fetus 1",ICD10
O36.5939,,"Maternal care for other known or suspected poor fetal growth, third trimester, other fetus",ICD10
O71.2,,Postpartum inversion of uterus,ICD10
O23.01,,"Infections of kidney in pregnancy, first trimester",ICD10
O36.0910,,"Maternal care for other rhesus isoimmunization, first trimester, not applicable or unspecified",ICD10
O36.0113,,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 3",ICD10
O41.8X20,,"Other specified disorders of amniotic fluid and membranes, second trimester, not applicable or unspecified",ICD10
O46.8X2,,"Other antepartum hemorrhage, second trimester",ICD10
O32.6XX0,,"Maternal care for compound presentation, not applicable or unspecified",ICD10
O24.434,,"Gestational diabetes mellitus in the puerperium, insulin controlled",ICD10
O00.101,,Right tubal pregnancy without intrauterine pregnancy,ICD10
O71.89,,Other specified obstetric trauma,ICD10
O99.350,,"Diseases of the nervous system complicating pregnancy, unspecified trimester",ICD10
O40.2XX0,,"Polyhydramnios, second trimester, not applicable or unspecified",ICD10
O69.0XX1,,"Labor and delivery complicated by prolapse of cord, fetus 1",ICD10
O32.2XX1,,"Maternal care for transverse and oblique lie, fetus 1",ICD10
O60.23X0,,"Term delivery with preterm labor, third trimester, not applicable or unspecified",ICD10
O41.01X1,,"Oligohydramnios, first trimester, fetus 1",ICD10
O99.711,,"Diseases of the skin and subcutaneous tissue complicating pregnancy, first trimester",ICD10
O23.12,,"Infections of bladder in pregnancy, second trimester",ICD10
O23.91,,"Unspecified genitourinary tract infection in pregnancy, first trimester",ICD10
O23.519,,"Infections of cervix in pregnancy, unspecified trimester",ICD10
O26.86,,Pruritic urticarial papules and plaques of pregnancy (PUPPP),ICD10
O32.9XX1,,"Maternal care for malpresentation of fetus, unspecified, fetus 1",ICD10
